OG0015912	Solyc09g014980.4.1	ANN10437-RA
OG0015913	Solyc09g014990.4.1	ANN10436-RA
OG0015914	Solyc09g014993.1.1	ANN10435-RA
OG0015916	Solyc09g015080.3.1	ANN10403-RA
OG0015917	Solyc09g015110.2.1	ANN10272-RA
OG0015918	Solyc09g015120.4.1	ANN10394-RA
OG0015919	Solyc09g015180.4.1	ANN10391-RA
OG0015920	Solyc09g015370.1.1	ANN10376-RA
OG0015921	Solyc09g015420.3.1	ANN10373-RA
OG0015922	Solyc09g150112.1.1	ANN10338-RA
OG0015923	Solyc09g015660.4.1	ANN10318-RA
OG0015925	Solyc09g015930.3.1	ANN10309-RA
OG0015926	Solyc09g016940.4.1	ANN10253-RA
OG0015927	Solyc09g018020.3.1	ANN10235-RA
OG0015928	Solyc09g018060.4.1	ANN10226-RA
OG0015929	Solyc09g018070.1.1	ANN10264-RA
OG0015930	Solyc09g018170.4.1	ANN10086-RA
OG0015931	Solyc09g018180.3.1	ANN10088-RA
OG0015932	Solyc09g018310.4.1	ANN10110-RA
OG0015933	Solyc09g018370.4.1	ANN10162-RA
OG0015934	Solyc09g018440.2.1	ANN10155-RA
OG0015935	Solyc09g018460.1.1	ANN10153-RA
OG0015936	Solyc09g018490.4.1	ANN10149-RA
OG0015937	Solyc09g018500.3.1	ANN10147-RA
OG0015938	Solyc09g018510.3.1	ANN10144-RA
OG0015939	Solyc09g018670.3.1	ANN09331-RA
OG0015940	Solyc09g018730.4.1	ANN09341-RA
OG0015941	Solyc09g018750.3.1	ANN09342-RA
OG0015942	Solyc09g018790.3.1	ANN09345-RA
OG0015943	Solyc09g018850.3.1	ANN09397-RA
OG0015944	Solyc09g018890.3.1	ANN09263-RA
OG0015945	Solyc09g018950.3.1	ANN09260-RA
OG0015946	Solyc09g018960.4.1	ANN09259-RA
OG0015947	Solyc10g037850.1.1, Solyc09g018970.1.1	ANN09256-RA
OG0015948	Solyc09g019970.3.1	ANN09251-RA
OG0015949	Solyc09g019980.3.1	ANN09250-RA
OG0015950	Solyc09g020000.3.1	ANN09245-RA
OG0015951	Solyc09g020110.3.1	ANN09944-RA
OG0015952	Solyc09g020140.3.1	ANN09238-RA
OG0015953	Solyc09g020190.3.1	ANN09991-RA
OG0015955	Solyc09g037150.1.1	ANN03009-RA
OG0015957	Solyc09g042690.2.1	ANN10115-RA
OG0015958	Solyc09g042700.4.1	ANN10122-RA
OG0015959	Solyc09g042710.3.1	ANN10123-RA
OG0015960	Solyc09g042750.3.1	ANN09312-RA
OG0015961	Solyc09g042760.2.1	ANN09307-RA
OG0015962	Solyc09g031970.3.1	ANN09287-RA
OG0015963	Solyc09g031900.4.1	ANN09376-RA
OG0015964	Solyc09g031790.4.1	ANN09367-RA
OG0015965	Solyc09g031770.3.1	ANN09360-RA
OG0015966	Solyc09g031750.4.1	ANN09359-RA
OG0015967	Solyc09g031680.3.1	ANN09061-RA
OG0015968	Solyc09g031650.3.1	ANN09064-RA
OG0015969	Solyc09g031610.4.1	ANN09078-RA
OG0015970	Solyc09g031600.2.1	ANN09863-RA
OG0015971	Solyc09g030450.3.1	ANN09733-RA
OG0015972	Solyc09g030390.3.1	ANN09698-RA
OG0015973	Solyc09g047840.3.1	ANN10021-RA
OG0015974	Solyc09g047900.2.1	ANN10003-RA
OG0015975	Solyc09g047930.1.1	ANN09165-RA
OG0015976	Solyc09g048980.4.1	ANN09126-RA
OG0015977	Solyc09g055230.3.1	ANN09106-RA
OG0015978	Solyc09g055260.4.1	ANN09203-RA
OG0015979	Solyc09g055310.3.1	ANN09215-RA
OG0015980	Solyc09g055340.4.1	ANN09935-RA
OG0015981	Solyc09g055570.3.1	ANN09892-RA
OG0015982	Solyc09g055590.3.1	ANN09898-RA
OG0015983	Solyc09g055650.3.1	ANN09664-RA
OG0015984	Solyc09g055660.3.1	ANN09678-RA
OG0015985	Solyc09g150134.1.1, Solyc09g055713.1.1	ANN32013-RA
OG0015986	Solyc09g055755.1.1	ANN09180-RA
OG0015987	Solyc09g055870.2.1	ANN09094-RA
OG0015989	Solyc09g055900.4.1	ANN09752-RA
OG0015990	Solyc09g055910.3.1	ANN09753-RA
OG0015991	Solyc09g055930.3.1	ANN09757-RA
OG0015992	Solyc09g055940.3.1	ANN09760-RA
OG0015993	Solyc09g056430.4.1	ANN09489-RA
OG0015994	Solyc09g056450.4.1	ANN09479-RA
OG0015995	Solyc09g057580.4.1	ANN09454-RA
OG0015996	Solyc09g057630.3.1	ANN09455-RA
OG0015997	Solyc09g057640.4.1	ANN09459-RA
OG0015998	Solyc09g057670.3.1	ANN09464-RA
OG0015999	Solyc09g057680.3.1	ANN09465-RA
OG0016000	Solyc09g057710.4.1	ANN09468-RA
OG0016001	Solyc09g057870.4.1	ANN09734-RA
OG0016002	Solyc09g057880.3.1	ANN09743-RA
OG0016003	Solyc09g057950.3.1	ANN09567-RA
OG0016004	Solyc09g058990.3.1	ANN09559-RA
OG0016005	Solyc09g059310.3.1	ANN09007-RA
OG0016006	Solyc09g059320.3.1	ANN09005-RA
OG0016008	Solyc09g150132.1.1	ANN08999-RA
OG0016010	Solyc09g059450.4.1	ANN08998-RA
OG0016011	Solyc09g059460.4.1	ANN08994-RA
OG0016012	Solyc09g059470.4.1	ANN08993-RA
OG0016013	Solyc09g059520.3.1	ANN08986-RA
OG0016014	Solyc09g059550.1.1	ANN08984-RA
OG0016015	Solyc09g059620.4.1	ANN08978-RA
OG0016016	Solyc09g059630.3.1	ANN08977-RA
OG0016018	Solyc09g059950.3.1	ANN08924-RA
OG0016019	Solyc09g059960.3.1	ANN08923-RA
OG0016020	Solyc09g060110.4.1	ANN08853-RA
OG0016021	Solyc09g061250.4.1	ANN08840-RA
OG0016022	Solyc09g061340.1.1	ANN08842-RA
OG0016023	Solyc09g061380.3.1	ANN08846-RA
OG0016024	Solyc09g061440.4.1	ANN08851-RA
OG0016025	Solyc09g061680.3.1	ANN08821-RA
OG0016026	Solyc09g061710.3.1	ANN08820-RA
OG0016027	Solyc09g061750.3.1	ANN08814-RA
OG0016028	Solyc09g061930.4.1	ANN08789-RA
OG0016029	Solyc09g061960.3.1	ANN08787-RA
OG0016030	Solyc09g062990.2.1	ANN13461-RA, ANN13705-RA
OG0016031	Solyc09g063010.4.1	ANN08781-RA
OG0016032	Solyc09g063060.3.1	ANN08770-RA
OG0016033	Solyc09g063070.3.1	ANN08769-RA
OG0016035	Solyc09g063130.3.1	ANN08768-RA
OG0016036	Solyc09g063140.4.1	ANN08767-RA
OG0016037	Solyc09g064230.3.1	ANN08756-RA
OG0016038	Solyc09g064240.3.1	ANN08755-RA
OG0016039	Solyc09g064270.3.1	ANN08754-RA
OG0016041	Solyc09g064370.4.1	ANN08749-RA
OG0016042	Solyc09g064380.3.1	ANN08748-RA
OG0016043	Solyc09g064420.4.1	ANN08746-RA
OG0016044	Solyc09g064430.4.1	ANN08742-RA
OG0016045	Solyc09g064440.4.1	ANN08739-RA
OG0016046	Solyc09g064450.3.1	ANN08738-RA
OG0016047	Solyc09g064500.3.1	ANN08732-RA
OG0016048	Solyc09g064510.3.1	ANN08730-RA
OG0016049	Solyc09g064530.3.1	ANN08729-RA
OG0016050	Solyc09g064630.3.1	ANN08722-RA
OG0016051	Solyc09g065885.1.1, Solyc09g064645.1.1	ANN28670-RA
OG0016053	Solyc09g064800.3.1	ANN08711-RA
OG0016054	Solyc09g064870.3.1	ANN08703-RA
OG0016057	Solyc09g064980.1.1, Solyc09g064990.1.1	ANN06784-RA
OG0016058	Solyc09g065000.4.1	ANN08662-RA
OG0016059	Solyc09g065070.2.1	ANN08656-RA
OG0016060	Solyc09g065100.3.1	ANN08654-RA
OG0016061	Solyc09g065130.4.1	ANN08651-RA
OG0016062	Solyc09g065170.2.1	ANN39330-RA
OG0016063	Solyc09g065180.3.1	ANN08647-RA
OG0016064	Solyc09g065190.3.1	ANN08646-RA
OG0016065	Solyc09g065240.3.1	ANN08639-RA
OG0016066	Solyc09g065270.3.1	ANN08638-RA
OG0016067	Solyc09g065320.3.1	ANN37851-RA
OG0016068	Solyc09g065340.3.1	ANN08637-RA
OG0016069	Solyc09g065360.4.1	ANN08635-RA
OG0016070	Solyc09g065370.3.1	ANN39912-RA
OG0016071	Solyc09g065380.2.1	ANN08634-RA
OG0016072	Solyc09g065410.4.1	ANN08631-RA
OG0016073	Solyc09g065440.4.1	ANN36977-RA
OG0016074	Solyc09g065480.2.1	ANN08627-RA
OG0016075	Solyc09g065510.3.1	ANN08626-RA
OG0016076	Solyc09g065540.3.1	ANN08665-RA
OG0016077	Solyc09g065550.4.1	ANN08625-RA
OG0016078	Solyc09g065570.4.1	ANN08666-RA
OG0016079	Solyc09g065580.4.1	ANN08667-RA
OG0016080	Solyc09g065590.3.1	ANN08623-RA
OG0016081	Solyc09g065650.3.1	ANN08613-RA
OG0016083	Solyc09g065670.3.1	ANN08610-RA
OG0016084	Solyc09g065730.3.1	ANN08606-RA
OG0016085	Solyc09g065740.2.1	ANN08605-RA
OG0016086	Solyc09g065770.1.1	ANN08517-RA
OG0016087	Solyc09g065820.4.1	ANN08599-RA
OG0016088	Solyc09g065830.4.1	ANN08598-RA
OG0016089	Solyc09g065850.4.1	ANN08597-RA
OG0016090	Solyc09g065860.3.1	ANN08595-RA
OG0016091	Solyc09g065900.3.1	ANN08591-RA
OG0016092	Solyc09g065910.3.1	ANN08590-RA
OG0016093	Solyc09g065920.3.1	ANN08589-RA
OG0016094	Solyc09g065990.3.1	ANN08585-RA
OG0016095	Solyc09g066000.1.1	ANN08584-RA
OG0016096	Solyc09g066010.3.1	ANN08583-RA
OG0016097	Solyc09g066040.1.1	ANN08574-RA, ANN20953-RA
OG0016098	Solyc09g066130.4.1	ANN08560-RA
OG0016099	Solyc09g066140.3.1	ANN08558-RA
OG0016100	Solyc09g066210.4.1	ANN08551-RA
OG0016101	Solyc09g066250.1.1	ANN08548-RA
OG0016102	Solyc09g066270.3.1	ANN08547-RA
OG0016104	Solyc09g066290.3.1	ANN08546-RA
OG0016105	Solyc09g066300.3.1	ANN08545-RA
OG0016106	Solyc09g066350.1.1	ANN08542-RA
OG0016107	Solyc09g066360.1.1	ANN08541-RA
OG0016108	Solyc09g066420.3.1	ANN08538-RA
OG0016109	Solyc09g066450.3.1	ANN08536-RA
OG0016110	Solyc09g066470.4.1	ANN08533-RA
OG0016111	Solyc09g066480.2.1	ANN08532-RA
OG0016112	Solyc09g025310.4.1	ANN08530-RA
OG0016113	Solyc09g025270.3.1	ANN08527-RA
OG0016114	Solyc09g025260.4.1	ANN08526-RA
OG0016115	Solyc09g025240.3.1	ANN08523-RA
OG0016116	Solyc09g025230.4.1	ANN08522-RA
OG0016117	Solyc09g025210.3.1	ANN08521-RA
OG0016118	Solyc09g072560.4.1	ANN08355-RA
OG0016119	Solyc09g072580.3.1	ANN08360-RA
OG0016120	Solyc09g072610.3.1	ANN08363-RA
OG0016121	Solyc09g072630.3.1	ANN08365-RA
OG0016122	Solyc09g072640.3.1	ANN08366-RA
OG0016124	Solyc09g072660.4.1	ANN08367-RA
OG0016125	Solyc09g072670.3.1	ANN08368-RA
OG0016126	Solyc09g072680.2.1	ANN08369-RA
OG0016128	Solyc09g072720.3.1	ANN08373-RA
OG0016129	Solyc09g072775.1.1	ANN08516-RA
OG0016130	Solyc09g072800.3.1	ANN08376-RA
OG0016131	Solyc09g072820.4.1	ANN08377-RA
OG0016132	Solyc09g072860.2.1	ANN08382-RA
OG0016133	Solyc09g072930.1.1	ANN08389-RA
OG0016134	Solyc09g072980.2.1	ANN08393-RA
OG0016135	Solyc09g072990.3.1	ANN08394-RA
OG0016136	Solyc09g073030.4.1	ANN08401-RA
OG0016137	Solyc09g074040.1.1	ANN08403-RA
OG0016138	Solyc09g074050.3.1	ANN08404-RA
OG0016139	Solyc09g074060.3.1	ANN08405-RA
OG0016140	Solyc09g074090.3.1	ANN08408-RA
OG0016141	Solyc09g074100.4.1	ANN08409-RA
OG0016142	Solyc09g074110.4.1	ANN08410-RA
OG0016143	Solyc09g074180.3.1	ANN08414-RA
OG0016144	Solyc09g074210.3.1	ANN08425-RA
OG0016145	Solyc09g074230.4.1	ANN08428-RA
OG0016146	Solyc09g074240.1.1	ANN08429-RA
OG0016147	Solyc09g074250.3.1	ANN08430-RA
OG0016148	Solyc09g074260.1.1	ANN08431-RA
OG0016149	Solyc09g074320.3.1	ANN08437-RA
OG0016150	Solyc09g074330.3.1	ANN08438-RA
OG0016151	Solyc09g074340.3.1	ANN08439-RA
OG0016152	Solyc09g074350.1.1	ANN08440-RA
OG0016153	Solyc09g074360.4.1	ANN08441-RA
OG0016154	Solyc09g074390.3.1	ANN08447-RA
OG0016155	Solyc09g074400.3.1	ANN08448-RA
OG0016156	Solyc09g074410.4.1	ANN08449-RA
OG0016157	Solyc09g074430.4.1	ANN08451-RA
OG0016158	Solyc09g074450.1.1	ANN08452-RA
OG0016159	Solyc09g074460.3.1	ANN08453-RA
OG0016160	Solyc09g074470.3.1	ANN08454-RA
OG0016161	Solyc09g074510.3.1	ANN08455-RA
OG0016162	Solyc09g074530.3.1	ANN08457-RA
OG0016163	Solyc09g074550.3.1	ANN08458-RA
OG0016164	Solyc09g074560.3.1	ANN08460-RA
OG0016165	Solyc09g074570.1.1	ANN08461-RA
OG0016166	Solyc09g074610.3.1	ANN08466-RA
OG0016167	Solyc09g074620.3.1	ANN08467-RA
OG0016168	Solyc09g074650.3.1	ANN08471-RA
OG0016169	Solyc09g074660.3.1	ANN08472-RA
OG0016170	Solyc09g074670.4.1	ANN08474-RA
OG0016171	Solyc09g074740.2.1	ANN08481-RA
OG0016172	Solyc09g074760.1.1	ANN08482-RA
OG0016173	Solyc09g074780.3.1	ANN08484-RA
OG0016174	Solyc09g074805.1.1	ANN08486-RA
OG0016175	Solyc09g074830.3.1	ANN08488-RA
OG0016176	Solyc09g150155.1.1	ANN08491-RA
OG0016177	Solyc09g074880.4.1	ANN08492-RA
OG0016178	Solyc09g074890.1.1	ANN08493-RA
OG0016179	Solyc09g074900.4.1	ANN08494-RA
OG0016180	Solyc09g074910.1.1	ANN08495-RA
OG0016181	Solyc09g074930.3.1	ANN08498-RA
OG0016182	Solyc09g074940.3.1	ANN08499-RA
OG0016183	Solyc09g075000.3.1	ANN08506-RA
OG0016184	Solyc09g075010.3.1	ANN08507-RA
OG0016185	Solyc09g075030.3.1	ANN08509-RA
OG0016186	Solyc09g075040.3.1	ANN08510-RA
OG0016188	Solyc09g075080.3.1	ANN08353-RA
OG0016189	Solyc09g075100.3.1	ANN08351-RA
OG0016190	Solyc09g075140.3.1	ANN08349-RA
OG0016191	Solyc09g075170.1.1	ANN08346-RA
OG0016192	Solyc09g075180.3.1	ANN08345-RA
OG0016193	Solyc09g075190.3.1	ANN08344-RA
OG0016194	Solyc09g075210.3.1	ANN08342-RA
OG0016195	Solyc09g075280.2.1	ANN08338-RA
OG0016196	Solyc09g075300.3.1	ANN08337-RA
OG0016197	Solyc09g075350.4.1	ANN08335-RA
OG0016198	Solyc09g075360.4.1	ANN08334-RA
OG0016199	Solyc09g075400.4.1	ANN08331-RA
OG0016200	Solyc09g075410.4.1	ANN08330-RA
OG0016201	Solyc09g075420.3.1	ANN08329-RA
OG0016202	Solyc09g075460.3.1	ANN08325-RA
OG0016203	Solyc09g075480.3.1	ANN08324-RA
OG0016204	Solyc09g075490.4.1	ANN08322-RA
OG0016205	Solyc09g075510.4.1	ANN08319-RA
OG0016206	Solyc09g075540.1.1	ANN08318-RA
OG0016207	Solyc09g075550.3.1	ANN08316-RA
OG0016208	Solyc09g075560.1.1	ANN08315-RA
OG0016209	Solyc09g075570.1.1	ANN08314-RA
OG0016210	Solyc09g075580.1.1	ANN08313-RA
OG0016211	Solyc09g075590.1.1	ANN08312-RA
OG0016212	Solyc09g075600.3.1	ANN08311-RA
OG0016213	Solyc09g075610.3.1	ANN08310-RA
OG0016214	Solyc09g075620.3.1	ANN08309-RA
OG0016215	Solyc09g075630.1.1	ANN08308-RA
OG0016216	Solyc09g075640.4.1	ANN08307-RA
OG0016217	Solyc09g075670.1.1	ANN08303-RA
OG0016218	Solyc09g075730.3.1	ANN08297-RA
OG0016219	Solyc09g075740.1.1	ANN08296-RA
OG0016220	Solyc09g075750.1.1	ANN08295-RA
OG0016221	Solyc09g075770.3.1	ANN08293-RA
OG0016222	Solyc09g075820.3.1	ANN08287-RA
OG0016223	Solyc09g075850.3.1	ANN08284-RA
OG0016224	Solyc09g075890.3.1	ANN08281-RA
OG0016225	Solyc09g075900.3.1	ANN08280-RA
OG0016226	Solyc09g075920.1.1	ANN08279-RA
OG0016227	Solyc09g075960.1.1	ANN08278-RA
OG0016228	Solyc09g075970.3.1	ANN08277-RA
OG0016229	Solyc09g075977.1.1, Solyc09g075973.1.1	ANN08276-RA
OG0016230	Solyc09g076000.3.1	ANN08274-RA
OG0016231	Solyc09g076010.3.1	ANN08272-RA
OG0016232	Solyc09g076020.3.1	ANN08271-RA
OG0016233	Solyc09g076030.4.1	ANN08270-RA
OG0016234	Solyc09g076040.3.1	ANN08269-RA
OG0016235	Solyc09g082050.4.1	ANN08241-RA
OG0016236	Solyc09g082060.3.1	ANN08240-RA
OG0016237	Solyc09g082080.1.1	ANN08237-RA
OG0016238	Solyc09g082110.4.1	ANN08234-RA
OG0016239	Solyc09g082140.4.1	ANN08233-RA
OG0016240	Solyc09g082150.1.1	ANN08231-RA
OG0016241	Solyc09g082160.4.1	ANN08230-RA
OG0016242	Solyc09g082170.4.1	ANN08228-RA
OG0016243	Solyc09g082180.3.1	ANN08227-RA
OG0016245	Solyc09g082270.4.1	ANN08225-RA
OG0016246	Solyc09g082290.3.1	ANN08223-RA
OG0016247	Solyc09g082310.2.1	ANN08222-RA
OG0016248	Solyc09g082320.3.1	ANN08221-RA
OG0016249	Solyc09g082370.4.1	ANN08220-RA
OG0016250	Solyc09g082390.3.1	ANN08218-RA
OG0016251	Solyc09g082400.2.1	ANN08217-RA
OG0016252	Solyc09g082450.1.1	ANN08214-RA
OG0016253	Solyc09g082500.4.1	ANN08211-RA
OG0016254	Solyc09g082510.3.1	ANN08210-RA
OG0016255	Solyc09g082530.3.1	ANN08209-RA
OG0016256	Solyc09g082540.3.1	ANN08206-RA
OG0016257	Solyc09g082560.4.1	ANN08204-RA
OG0016258	Solyc09g082570.3.1	ANN08203-RA
OG0016260	Solyc09g082590.4.1	ANN08263-RA
OG0016261	Solyc09g082620.3.1	ANN08259-RA
OG0016262	Solyc09g082630.3.1	ANN08258-RA
OG0016263	Solyc09g082660.3.1	ANN08202-RA
OG0016264	Solyc09g082680.3.1	ANN08200-RA
OG0016265	Solyc09g082740.1.1	ANN08195-RA
OG0016266	Solyc09g082760.3.1	ANN08193-RA
OG0016267	Solyc09g082770.3.1	ANN08191-RA
OG0016268	Solyc09g082790.4.1	ANN08189-RA
OG0016269	Solyc09g082800.3.1	ANN08188-RA
OG0016270	Solyc09g082830.4.1	ANN08186-RA
OG0016271	Solyc09g082900.3.1	ANN08182-RA
OG0016272	Solyc09g082920.1.1	ANN08176-RA
OG0016273	Solyc09g082930.1.1	ANN08175-RA
OG0016274	Solyc09g082940.3.1	ANN08174-RA
OG0016275	Solyc09g082950.2.1	ANN08173-RA
OG0016276	Solyc09g082970.3.1	ANN08171-RA
OG0016277	Solyc09g082980.3.1	ANN08169-RA
OG0016278	Solyc09g083003.1.1	ANN08249-RA
OG0016279	Solyc09g083020.1.1	ANN08250-RA
OG0016280	Solyc09g083060.4.1	ANN08164-RA
OG0016281	Solyc09g083070.3.1	ANN08163-RA
OG0016282	Solyc09g083150.4.1	ANN08154-RA
OG0016284	Solyc09g083220.3.1	ANN08150-RA
OG0016285	Solyc09g083260.4.1	ANN08148-RA
OG0016286	Solyc09g083270.4.1	ANN08147-RA
OG0016287	Solyc09g083320.1.1	ANN08143-RA
OG0016288	Solyc09g083350.3.1	ANN08141-RA
OG0016289	Solyc09g083360.3.1	ANN08140-RA
OG0016290	Solyc09g083380.4.1	ANN08138-RA
OG0016291	Solyc09g083390.3.1	ANN08137-RA
OG0016292	Solyc09g083400.3.1	ANN08136-RA
OG0016293	Solyc09g083410.4.1	ANN08134-RA
OG0016294	Solyc09g083420.3.1	ANN08132-RA
OG0016295	Solyc09g089577.1.1	ANN08123-RA
OG0016296	Solyc09g089620.1.1	ANN08119-RA
OG0016297	Solyc09g089640.2.1	ANN08118-RA
OG0016298	Solyc09g089650.1.1	ANN08117-RA
OG0016299	Solyc09g089670.3.1	ANN08115-RA
OG0016300	Solyc09g089680.4.1	ANN08114-RA
OG0016301	Solyc09g089690.3.1	ANN08113-RA
OG0016302	Solyc09g089870.3.1	ANN08108-RA
OG0016303	Solyc09g089880.3.1	ANN08107-RA
OG0016304	Solyc09g089890.1.1	ANN08106-RA
OG0016305	Solyc09g089910.1.1	ANN08104-RA
OG0016306	Solyc09g089930.3.1	ANN08102-RA
OG0016307	Solyc09g090040.3.1	ANN08096-RA
OG0016308	Solyc09g090050.4.1	ANN08095-RA
OG0016309	Solyc09g090100.3.1	ANN08090-RA
OG0016310	Solyc09g090130.3.1	ANN08089-RA
OG0016311	Solyc09g090150.4.1	ANN08086-RA
OG0016312	Solyc09g090200.4.1	ANN08082-RA
OG0016313	Solyc09g090210.3.1	ANN08081-RA
OG0016314	Solyc09g090220.3.1	ANN08080-RA
OG0016315	Solyc09g090270.3.1	ANN08078-RA
OG0016316	Solyc09g090280.3.1	ANN08077-RA
OG0016317	Solyc09g090290.3.1	ANN08075-RA
OG0016318	Solyc09g090300.3.1	ANN08074-RA
OG0016319	Solyc09g090310.3.1	ANN08073-RA
OG0016320	Solyc09g090340.3.1	ANN08070-RA
OG0016321	Solyc09g090360.3.1	ANN08069-RA
OG0016322	Solyc09g090380.1.1	ANN08068-RA
OG0016324	Solyc09g090410.3.1	ANN08067-RA
OG0016325	Solyc09g090420.4.1	ANN08066-RA
OG0016326	Solyc09g090430.3.1	ANN08065-RA
OG0016327	Solyc09g090440.1.1	ANN08064-RA
OG0016328	Solyc09g090470.3.1	ANN08061-RA
OG0016329	Solyc09g090480.2.1	ANN08060-RA
OG0016330	Solyc09g090490.3.1	ANN08059-RA
OG0016331	Solyc09g090520.3.1	ANN08057-RA
OG0016332	Solyc09g090530.4.1	ANN08056-RA
OG0016333	Solyc09g090540.3.1	ANN08055-RA
OG0016335	Solyc09g090570.2.1	ANN08054-RA
OG0016336	Solyc09g090580.3.1	ANN08053-RA
OG0016337	Solyc09g090590.4.1	ANN08052-RA
OG0016338	Solyc09g090600.3.1	ANN08051-RA
OG0016339	Solyc09g090620.1.1	ANN08049-RA
OG0016340	Solyc09g090640.3.1	ANN08047-RA
OG0016341	Solyc09g090650.3.1	ANN08046-RA
OG0016342	Solyc09g090670.3.1	ANN08043-RA
OG0016343	Solyc09g090680.3.1	ANN08042-RA
OG0016344	Solyc09g090690.4.1	ANN08041-RA
OG0016345	Solyc09g090710.3.1	ANN08039-RA
OG0016346	Solyc09g090740.4.1	ANN08037-RA
OG0016347	Solyc09g090760.4.1	ANN08035-RA
OG0016348	Solyc09g090770.2.1	ANN08034-RA
OG0016349	Solyc09g090780.1.1	ANN08033-RA
OG0016350	Solyc09g090790.3.1	ANN08032-RA
OG0016351	Solyc09g090800.2.1	ANN08031-RA
OG0016352	Solyc09g090810.3.1	ANN08030-RA
OG0016353	Solyc09g090820.4.1	ANN08029-RA
OG0016354	Solyc09g090830.4.1	ANN08028-RA
OG0016355	Solyc09g090840.3.1	ANN08026-RA
OG0016356	Solyc09g090860.4.1	ANN08025-RA
OG0016357	Solyc09g090870.3.1	ANN08024-RA
OG0016358	Solyc09g090910.3.1	ANN08022-RA
OG0016359	Solyc09g090920.4.1	ANN08021-RA
OG0016360	Solyc09g090940.3.1	ANN08020-RA
OG0016361	Solyc09g090960.4.1	ANN08019-RA
OG0016362	Solyc09g091010.3.1	ANN08016-RA
OG0016363	Solyc09g091030.3.1	ANN08014-RA
OG0016364	Solyc09g091040.3.1	ANN08013-RA
OG0016365	Solyc09g091050.4.1	ANN08012-RA
OG0016366	Solyc09g091060.3.1	ANN08011-RA
OG0016367	Solyc09g091080.4.1	ANN08009-RA
OG0016368	Solyc09g091090.2.1	ANN08008-RA
OG0016369	Solyc09g091100.4.1	ANN08007-RA
OG0016370	Solyc09g091170.4.1	ANN08002-RA
OG0016371	Solyc09g091200.3.1	ANN08000-RA
OG0016372	Solyc09g091210.4.1	ANN07999-RA
OG0016373	Solyc09g091220.3.1	ANN07998-RA
OG0016374	Solyc09g091240.4.1	ANN07996-RA
OG0016375	Solyc09g091250.4.1	ANN07994-RA
OG0016376	Solyc09g091260.3.1	ANN07993-RA
OG0016377	Solyc09g091280.4.1	ANN07991-RA
OG0016378	Solyc09g091370.4.1	ANN07985-RA
OG0016379	Solyc09g091380.1.1	ANN07984-RA
OG0016380	Solyc09g091390.3.1	ANN07983-RA
OG0016381	Solyc09g091400.4.1	ANN07981-RA
OG0016382	Solyc09g091420.4.1	ANN07979-RA
OG0016383	Solyc09g091460.3.1	ANN07976-RA
OG0016384	Solyc09g091470.3.1	ANN07975-RA
OG0016385	Solyc09g091490.3.1	ANN07974-RA
OG0016386	Solyc09g091500.3.1	ANN07973-RA
OG0016387	Solyc09g091560.3.1	ANN07969-RA
OG0016388	Solyc09g091580.3.1	ANN07967-RA
OG0016389	Solyc09g091600.4.1	ANN07965-RA
OG0016390	Solyc09g091650.3.1	ANN07962-RA
OG0016391	Solyc09g091690.1.1	ANN07960-RA
OG0016392	Solyc09g091700.4.1	ANN07959-RA
OG0016393	Solyc09g091730.4.1	ANN07957-RA
OG0016394	Solyc09g091760.3.1	ANN07952-RA
OG0016395	Solyc09g091780.3.1	ANN07951-RA
OG0016396	Solyc09g091790.3.1	ANN07950-RA
OG0016397	Solyc09g091800.4.1	ANN07949-RA
OG0016398	Solyc09g091820.4.1	ANN07948-RA
OG0016399	Solyc09g091830.4.1	ANN07947-RA
OG0016400	Solyc09g091840.4.1	ANN07946-RA
OG0016401	Solyc09g091850.4.1	ANN07945-RA
OG0016402	Solyc09g091860.4.1	ANN07944-RA
OG0016403	Solyc09g091883.1.1	ANN07942-RA
OG0016404	Solyc09g091910.2.1	ANN07940-RA
OG0016405	Solyc09g091920.3.1	ANN07939-RA
OG0016406	Solyc09g091930.3.1	ANN07938-RA
OG0016407	Solyc09g091950.1.1	ANN07936-RA
OG0016408	Solyc09g091960.3.1	ANN07935-RA
OG0016409	Solyc09g091970.4.1	ANN07934-RA
OG0016410	Solyc09g092030.4.1	ANN07931-RA
OG0016411	Solyc09g092040.3.1	ANN07930-RA
OG0016412	Solyc09g092050.4.1	ANN07929-RA
OG0016413	Solyc09g092070.4.1	ANN07927-RA
OG0016414	Solyc09g092090.4.1	ANN07925-RA
OG0016415	Solyc09g092100.4.1	ANN07924-RA
OG0016416	Solyc09g092110.4.1	ANN07923-RA
OG0016417	Solyc09g092130.3.1	ANN07922-RA
OG0016418	Solyc09g092140.3.1	ANN07920-RA
OG0016419	Solyc09g092150.1.1	ANN07919-RA
OG0016420	Solyc09g092160.2.1	ANN07916-RA
OG0016421	Solyc09g092180.3.1	ANN07914-RA
OG0016422	Solyc09g092210.4.1	ANN07908-RA
OG0016423	Solyc09g092220.3.1	ANN07907-RA
OG0016424	Solyc09g092235.1.1	ANN07905-RA
OG0016425	Solyc09g092240.3.1	ANN07904-RA
OG0016426	Solyc09g092250.3.1	ANN07903-RA
OG0016427	Solyc09g092260.4.1	ANN07902-RA
OG0016428	Solyc09g092360.3.1	ANN07899-RA
OG0016429	Solyc09g092430.3.1	ANN07895-RA
OG0016430	Solyc09g092440.1.1	ANN07894-RA
OG0016431	Solyc09g092470.2.1	ANN07892-RA
