"Sequence_ID"	"Functional.annotation"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CV"	"F1"	"F1_hab"	"F2_127"	"F2_151"	"F2_28"	"F2_411"	"F2_445"	"F2_73"	"PI127826"
"Solyc06g053350"	"BZIP transcription factor family protein "	481.859788889875	-0.0761173098330974	0.153928923244996	-0.494496474271752	0.620955595728189	0.88749633196578	691	448	500	424	379	617	489	406	439	529
"Solyc03g112920"	"C2H2L domain class transcription factor "	24.4629341687943	0.405616439669233	0.822309121100999	0.4932651593675	0.621825242721237	0.888265402567271	65	42	23	23	8	47	29	8	10	2
"Solyc11g012980"	"Ethylene-responsive transcription factor 9 "	30.2522604262936	0.38722240596253	0.791727227104017	0.489085625334515	0.624781077851823	0.889702880398583	30	34	2	66	17	38	43	50	11	12
"Solyc04g008870"	"MYB transcription factor "	129.326679289798	-0.126077739928468	0.25894902039981	-0.486882474912659	0.626341618955786	0.890310043110303	181	89	133	144	112	175	116	132	118	108
"Solyc08g081500"	"MYB transcription factor "	11.4428512769767	0.611577296697593	1.25806889220124	0.48612385258769	0.626879356186917	0.890592662203761	6	0	7	2	20	20	22	18	16	0
"Solyc12g098370"	"Myb family transcription factor "	130.797351620608	0.263476146551182	0.545191152619547	0.483272968178638	0.628901931038822	0.891488199665175	253	167	31	112	105	238	121	100	164	50
"Solyc11g006490"	"BZIP transcription factor family protein "	192.258635051794	-0.228487852307993	0.475086201690995	-0.480939777864998	0.630559300627002	0.89229518955726	429	146	233	103	62	297	190	128	117	327
"Solyc11g044560"	"BZIP transcription factor "	1623.44472065652	-0.112593598592146	0.234218222518348	-0.480720916509071	0.630714863221223	0.89229518955726	1895	1543	1855	1564	1872	1442	1385	1154	1257	2504
"Solyc04g077490"	"AP2-like ethylene-responsive transcription factor At1g16060 "	310.63803990705	0.44753262159065	0.937822324544083	0.477204060809936	0.633216819758196	0.892678575931684	102	1287	80	790	68	270	296	132	84	43
"Solyc01g006650"	"Ethylene insensitive 3 class transcription factor "	92.1825123833856	0.364638421053522	0.771037798459934	0.472918995387579	0.636270972279082	0.894418335877013	333	172	45	114	29	127	16	31	76	39
"Solyc05g009720"	"Myb family transcription factor-like "	909.579473579946	0.20010232415283	0.427310450797681	0.468283244136176	0.63958204927027	0.895372173600804	666	1170	533	1171	1335	1020	751	854	1071	384
"Solyc02g094270"	"WRKY transcription factor "	12.4515195954272	-0.72860258271062	1.57501498699391	-0.462600412521306	0.643650812903689	0.896288465899539	10	22	0	29	2	6	16	0	39	0
"Solyc02g070500"	"Susceptibility homeodomain transcription factor "	8120.0728302405	-0.20275773748183	0.437213890849705	-0.463749532494908	0.642827204841041	0.896288465899539	10438	8890	6787	5111	7175	5533	7417	4797	4773	24067
"Solyc02g068110"	"Enhancer of yellow 2 transcription factor homolog "	684.045013606537	-0.163477573809351	0.352343866700175	-0.463971674433776	0.642668039768165	0.896288465899539	884	579	925	389	449	505	681	719	476	1471
"Solyc12g011180"	"General transcription factor 3C polypeptide 5 "	864.216563744274	0.0809155593535071	0.174378873738143	0.464021573364525	0.642632289356348	0.896288465899539	1117	1115	858	889	707	801	917	704	923	736
"Solyc02g072190"	"WRKY transcription factor 5 "	135.782876852751	0.425609067228828	0.919127462056484	0.463057720282405	0.643322994479521	0.896288465899539	35	294	11	354	125	81	148	173	98	9
"Solyc05g005300"	"BHLH transcription factor "	17.0102870571372	-0.492921987033667	1.07109908878083	-0.460202041245997	0.645371205957385	0.896646527426348	0	31	32	35	2	15	8	30	5	11
"Solyc08g062490"	"WRKY transcription factor 16 "	61.001703165507	0.346565635129631	0.754630040274924	0.459252370874835	0.646052946406582	0.89669818066621	8	155	26	92	55	51	17	103	53	45
"Solyc12g087830"	"MADS box transcription factor "	1879.89480208509	-0.126402467478657	0.275441420638808	-0.458908711643668	0.646299722576499	0.896819550930649	1549	2139	1320	2134	1953	2017	1807	1543	2714	1618
"Solyc01g090950"	"GRAS family transcription factor "	238.697027935709	0.220814909162551	0.488297147688059	0.452214210564291	0.651114671801954	0.899177378052882	166	317	75	299	229	388	312	261	234	102
"Solyc02g063430"	"BHLH transcription factor "	98.5447405907323	0.267811077935622	0.59670673930056	0.44881523920702	0.653564944561729	0.900379468285248	362	44	84	63	37	152	86	66	61	98
"Solyc03g120890"	"GATA transcription factor 9 "	329.157884633456	-0.231075207418182	0.518801497022629	-0.445401967311792	0.65602929076098	0.901165350136196	571	114	372	115	119	593	425	360	380	357
"Solyc01g100220"	"GATA transcription factor 22 "	62.3780168667257	0.146051791604817	0.329402603155725	0.443383841553224	0.657488121458639	0.901595881407685	60	46	69	54	68	71	98	56	37	70
"Solyc02g092570"	"GRAS family transcription factor "	15.8829789253664	0.644700167059377	1.46104183687584	0.441260579120681	0.659024361372542	0.902242653189851	0	8	3	16	11	37	76	2	6	0
"Solyc05g009230"	"MYB transcription factor "	155.446272838747	-0.178090121854174	0.405192089322377	-0.439520233852549	0.660284624101245	0.90286777875253	142	205	79	176	82	197	140	177	264	105
"Solyc12g056590"	"Ethylene responsive transcription factor 2a "	76.5126598919923	0.327657391359398	0.746907047005632	0.438685633872359	0.660889338014226	0.903200716331748	67	81	22	207	91	41	53	128	42	13
"Solyc06g063070"	"Ethylene responsive transcription factor 2a "	5375.33214113974	0.163103169117062	0.386523349527126	0.421974944894282	0.673043305530404	0.907744767750799	4552	6703	2848	9733	5489	4189	5012	6608	4547	3730
"Solyc05g051060"	"Myb family transcription factor-like "	437.782289927639	0.390020376747353	0.935596918769802	0.416867957688641	0.676774991810473	0.909667705598242	945	322	35	597	497	635	598	214	579	4
"Solyc10g047640"	"GATA transcription factor 25 "	478.687379250652	-0.098029089181975	0.239101819260509	-0.40998888877198	0.681814098352581	0.912626232616792	412	421	399	563	461	466	525	492	613	433
"Solyc04g015290"	"Myb family transcription factor "	646.427497711707	-0.0881519186531226	0.215869482782829	-0.408357483034347	0.683011243005959	0.913080625527768	822	639	899	450	492	568	665	592	559	926
"Solyc06g005330"	"MYB transcription factor "	13.7469638134711	0.541607606962272	1.33050408707922	0.407069480072948	0.683956958383228	0.913267951904524	0	29	1	5	18	31	22	11	19	0
"Solyc08g008280"	"WRKY transcription factor-30 "	270.591932041768	-0.176292015216124	0.435435530940189	-0.404863642696947	0.685577744441495	0.9138537861253	105	434	185	378	223	351	161	339	236	298
"Solyc11g006200"	"Homeobox transcription factor Hox7-like protein "	849.523883878866	0.187716506524381	0.469300059289524	0.399992505452834	0.689162036823498	0.915011756349083	465	946	455	1554	1306	760	962	725	633	517
"Solyc12g014610"	"WRKY transcription factor 78 "	758.562995148787	-0.127100900852409	0.318693415660667	-0.398818722341414	0.690026780743592	0.915168148918335	508	785	475	968	630	912	839	860	994	603
"Solyc08g062960"	"Heat stress transcription factor A3 "	1214.9232215363	0.285471823286688	0.716573917268664	0.398384334689168	0.69034690345481	0.915168148918335	142	422	1199	1188	2410	1325	1511	1727	1357	326
"Solyc03g006000"	"Heat stress transcription factor A3 "	636.621880152209	0.0928916031791861	0.233524901173955	0.397780291147581	0.690792146434394	0.915174575730576	500	780	682	728	668	527	664	667	502	661
"Solyc01g057910"	"MYB transcription factor "	184.16930119118	-0.219724900747452	0.554073870079348	-0.396562466871044	0.691690134886708	0.91546854153532	233	318	87	403	132	268	136	68	119	102
"Solyc03g119740"	"MYB transcription factor "	408.899513284783	0.160030996065106	0.404638320824582	0.395491449596249	0.692480230629198	0.915483846700294	418	476	177	472	228	579	620	467	472	226
"Solyc06g068570"	"AP2-like ethylene-responsive transcription factor At1g16060 "	60.3598400571314	0.386224816236621	0.980258241015935	0.394003131089558	0.693578727562941	0.916116486177785	38	264	25	75	17	127	27	17	30	3
"Solyc08g080400"	"GRAS family transcription factor "	105.67300340438	-0.224614999001053	0.578278438082036	-0.388420152316294	0.697705133262457	0.917576592457725	103	29	63	119	78	252	107	169	86	53
"Solyc01g095100"	"WRKY transcription factor 23 "	250.723027777531	-0.141933950215051	0.366532901584	-0.387233859775405	0.698583085256072	0.917576592457725	134	210	237	229	136	284	378	337	319	256
"Solyc02g092620"	"BZIP domain class transcription factor "	464.012989325861	0.162651660389679	0.426161774325776	0.381666470783326	0.702708773130617	0.919328983097186	411	505	388	788	728	244	447	320	413	324
"Solyc08g005170"	"Heat stress transcription factor A3 "	927.309563660162	0.0936427251226928	0.245624799875825	0.381242957429518	0.703022976307603	0.919502128384802	724	948	705	904	984	958	949	1147	1086	857
"Solyc07g038160"	"GATA transcription factor 20 "	113.011025241666	0.244005290655719	0.651352844180626	0.374613073138058	0.707948248974262	0.920880250410511	48	199	42	96	130	277	120	110	79	27
"Solyc08g076820"	"BHLH transcription factor "	248.043925613125	0.308497077913399	0.832022132680039	0.3707798937027	0.710801478114066	0.921461023123902	322	191	24	176	74	550	637	207	331	25
"Solyc05g009660"	"BZIP transcription factor "	1312.22989439552	0.208026153250348	0.566809527873815	0.367012449544884	0.713609731651073	0.922751806560127	4056	1477	445	1563	424	1745	1191	602	1484	848
"Solyc04g005280"	"BHLH transcription factor "	801.68981544705	-0.0543696291519403	0.148992917474475	-0.364914185677683	0.715175464810005	0.922928080653588	842	895	788	776	832	789	771	627	838	940
"Solyc06g068460"	"WRKY transcription factor 1 "	2623.84695604196	-0.213524183609973	0.586074622974525	-0.364329345171553	0.715612089193022	0.923119090414609	573	2273	1930	6076	2287	1219	2498	4178	2112	2559
"Solyc01g095630"	"WRKY transcription factor "	693.257633131616	0.21772153656111	0.602871985768496	0.361140576607777	0.717994361458483	0.923701383551855	226	836	322	1425	526	673	704	1376	443	274
"Solyc03g058160"	"EPF-type Cis2-His2 zinc finger transcription factor "	30.5906596526335	0.282427795704974	0.784909427855416	0.359822147221041	0.718980139901765	0.924067214073939	106	24	14	30	12	74	26	17	15	6
"Solyc03g114840"	"MADS box transcription factor 11 "	12.2637640873731	0.430126316924209	1.20402653506538	0.357239898289161	0.720912219348342	0.924183271116304	36	15	0	19	3	17	17	6	15	0
"Solyc10g009110"	"Ethylene-responsive transcription factor 4 "	913.785255827372	0.188808608342877	0.529330895322932	0.356692968445927	0.72132167011006	0.924349946242884	402	488	467	1358	1073	544	1342	1418	1260	572
"Solyc05g051310"	"Ethylene-responsive transcription factor 5 "	29.4224999151776	-0.26283181993708	0.738391112346248	-0.355952036180295	0.721876485249556	0.924488588158386	3	54	41	18	11	24	19	47	20	64
"Solyc05g055750"	"WRKY transcription factor-a "	33.3214657310357	-0.369839601162321	1.04187148082563	-0.354976221125893	0.722607405468608	0.924492292360983	3	50	15	51	0	19	49	46	77	22
"Solyc02g091030"	"Nuclear transcription factor Y subunit C-2 "	1028.30449219722	0.18425233406805	0.519103050329302	0.354943655120436	0.722631802936095	0.924492292360983	1111	1062	282	1696	1439	655	1496	367	1077	1101
"Solyc01g095500"	"Ethylene-responsive transcription factor 4 "	11.4076144288354	-0.365758253599332	1.05660091172039	-0.346164999047553	0.729218717188454	0.926590826084158	0	8	9	15	5	27	33	4	10	3
"Solyc12g096350"	"WRKY transcription factor 11 "	257.729833001346	-0.166014307005031	0.487457657061303	-0.340571749361509	0.73342600003522	0.927271228056812	107	152	143	252	135	279	345	463	295	429
"Solyc01g008730"	"BZIP transcription factor "	757.499384430704	0.0761997967741965	0.22372787857556	0.340591424096758	0.73341118642931	0.927271228056812	598	895	803	776	762	601	807	821	797	721
"Solyc04g005600"	"MYB transcription factor "	30.5305370789701	0.361203739797723	1.06072057038556	0.340526760658964	0.733459873540493	0.927271228056812	142	9	9	17	1	28	37	8	6	85
"Solyc01g091010"	"YABBY-like transcription factor CRABS CLAW-like protein "	66.4058354404587	0.522071126356966	1.53094243731866	0.341012903967399	0.733093867421032	0.927271228056812	0	322	31	169	3	51	62	26	10	0
"Solyc00g179240"	"MADS-box transcription factor "	359.722417398419	-0.275661137916266	0.813532422304501	-0.338844685667718	0.734726736194488	0.927577051695902	926	561	822	109	79	93	94	145	138	903
"Solyc04g081190"	"BZIP transcription factor family protein expressed "	856.453348951748	-0.0833317280529225	0.247982991910304	-0.336038078301208	0.736842152069585	0.928165464078699	900	626	755	1176	911	706	811	907	823	965
"Solyc03g097650"	"NAC domain transcription factor "	17.8428920996554	0.42796885548435	1.27944096566735	0.334496758325324	0.738004736652238	0.928686886673445	27	2	0	19	31	45	25	16	12	0
"Solyc02g071730"	"MADS-box transcription factor AGAMOUS "	84.0492432627264	0.134840545745209	0.404305516572539	0.333511515965221	0.738748198084531	0.929006812228089	109	185	95	55	49	103	72	46	67	88
"Solyc03g120530"	"BHLH transcription factor-like protein "	108.168050834617	-0.143827300277698	0.432135748440861	-0.332828979774585	0.739263381495618	0.9290639716801	71	71	106	162	157	54	105	95	109	138
"Solyc12g005960"	"Ethylene-responsive transcription factor 4 "	355.292339060353	-0.133731197666079	0.401908435363674	-0.332740460013162	0.739330205451161	0.9290639716801	183	314	501	330	503	321	367	279	195	556
"Solyc09g091880"	"Myb family transcription factor "	11.5113618396172	0.329202925273452	0.999182389075534	0.329472305429681	0.741798723550516	0.929887247457096	16	35	5	19	0	19	11	7	3	5
"Solyc03g111450"	"Nuclear transcription factor Y subunit C-2 "	18.6390279851652	-0.217616812151653	0.667421248884764	-0.326056163952351	0.744381862244824	0.931291595921328	5	22	39	12	8	18	35	17	9	24
"Solyc01g079360"	"WRKY transcription factor 3 "	2982.31266198893	-0.13414730267692	0.415175584210322	-0.32310980649807	0.746612083755654	0.932076004987192	6448	4176	4072	2223	1357	2738	2140	1224	2634	4258
"Solyc11g010710"	"AP2-like ethylene-responsive transcription factor At1g16060 "	13.6637512339841	0.35042189667308	1.08953288806395	0.321625809107757	0.747736189077253	0.932196344321829	14	37	2	28	7	26	14	8	3	0
"Solyc07g045030"	"NAC domain transcription factor "	395.932531051767	-0.350159723812236	1.09462877912794	-0.319889016705004	0.749052464160559	0.932460557369355	37	701	30	1679	167	287	103	720	67	45
"Solyc06g073920"	"YABBY-like transcription factor CRABS CLAW-like protein "	69.1296273218827	0.244301580187794	0.766506411033505	0.318720856957209	0.749938197292155	0.932709476824489	16	152	24	139	47	83	128	37	48	15
"Solyc06g061080"	"NAC-domain transcription factor "	14.7678809193975	0.425683558567819	1.33763086925498	0.318236942905565	0.750305211861384	0.932716823777679	38	12	0	4	3	33	35	4	26	0
"Solyc05g053500"	"GATA transcription factor 1 "	632.525548937252	-0.115912427349168	0.365640265036286	-0.317012206895937	0.751234339853391	0.932758363500131	478	738	482	1224	456	540	715	676	520	487
"Solyc03g121990"	"MYB transcription factor-like "	2013.40559649696	-0.0676559213639515	0.214412920976455	-0.315540318446484	0.75235144367742	0.933595975588684	1596	1860	1914	2167	2187	1719	2096	2022	2145	2464
"Solyc06g075140"	"GATA transcription factor 1 "	16.6748047320065	-0.339451737152734	1.08056299329929	-0.314143404186259	0.753412125127996	0.934256720878632	52	5	22	2	1	16	22	3	4	57
"Solyc03g116320"	"TCP family transcription factor "	584.858182765416	0.127970750099116	0.409560084524058	0.312459038208834	0.754691688535186	0.934256720878632	552	490	245	923	595	627	834	587	636	332
"Solyc05g053090"	"GRAS family transcription factor "	649.705127837708	0.214244892895465	0.688322515388472	0.311256552133198	0.755605594216814	0.934302298824203	728	1019	114	1218	738	662	582	466	845	74
"Solyc07g056280"	"WRKY transcription factor 16 "	1641.95730305315	-0.0582676222556845	0.187863631621953	-0.310159139119269	0.75643994156708	0.934701821632265	2367	2007	1603	1795	1151	1546	1615	1204	1838	1628
"Solyc09g072830"	"Myb family transcription factor "	1241.27030480739	0.0551603635990574	0.181482779233476	0.303942687190689	0.761171555573429	0.93700511536772	1415	1781	982	1343	914	1256	1214	1160	1304	1245
"Solyc06g008030"	"BHLH transcription factor "	646.55670463099	0.238104602256723	0.787747144518445	0.302260190866548	0.762453722934513	0.93744992917063	186	685	174	925	1226	1159	877	371	617	45
"Solyc04g009450"	"Ethylene-responsive transcription factor 4 "	46.9653965549189	-0.214541543506926	0.721573436831689	-0.297324613900621	0.766218691682031	0.939593161812726	17	29	22	91	66	57	42	54	68	7
"Solyc09g090790"	"MYB transcription factor "	10.9257841212528	0.254427261951108	0.862463422920365	0.295000640246978	0.76799339061534	0.940164241803533	7	9	10	15	15	19	13	14	5	0
"Solyc08g078410"	"Ethylene-responsive transcription factor 1 "	13.6776575728854	0.398865971585916	1.35695739052466	0.293941412140948	0.768802672855855	0.940542386560841	1	8	0	12	24	26	0	39	7	16
"Solyc12g056980"	"Ethylene responsive transcription factor 2b "	600.022013976259	0.161442173711939	0.554410541526324	0.291196075145828	0.77090136415512	0.941234840764924	205	657	992	502	268	655	782	1239	237	466
"Solyc06g069850"	"MYB family transcription factor "	2145.46312994167	-0.0923550389924113	0.322465410931652	-0.286402931482119	0.774569529704369	0.942055333566314	1503	1379	1745	2066	1784	1705	2632	3005	2748	2966
"Solyc09g010670"	"DP-2 transcription factor-like "	143.831877824431	-0.103398103424958	0.368324978791229	-0.280725200241077	0.778921178670694	0.943226988538632	255	205	160	94	82	157	84	106	108	252
"Solyc01g087240"	"Nuclear transcription factor Y subunit A-1 "	1748.99584855145	-0.0756731897858385	0.269024220617769	-0.281287646190621	0.778489784867245	0.943226988538632	1246	1686	2041	1287	1626	1321	1997	1928	1788	2745
"Solyc06g069310"	"Nuclear transcription factor Y subunit B-6 "	1058.28587084215	0.0769658220055466	0.274041563522772	0.280854557302038	0.778821956283729	0.943226988538632	1570	1754	920	1044	717	808	892	736	939	1545
"Solyc03g093890"	"Myb-related transcription factor "	27.565887071062	0.271402844186083	0.9949920054875	0.272768869186148	0.785030891194587	0.944773597133776	11	109	6	58	6	40	11	21	15	3
"Solyc08g077960"	"GATA transcription factor 29 "	932.178619588287	-0.0546394069340501	0.202220668932398	-0.2701969448648	0.787008742961588	0.945251812026466	920	765	775	785	983	1063	939	962	1135	1051
"Solyc04g072220"	"NAC-domain transcription factor "	2169.28771593037	0.0786407457337021	0.29163077289368	0.269658599308284	0.787422913901697	0.945277040793942	1726	1995	1382	2913	2149	2257	2603	2618	2189	1803
"Solyc06g082590"	"Ethylene responsive transcription factor 1b "	405.709650616026	0.16102155932418	0.597107216352945	0.269669424375206	0.787414585148541	0.945277040793942	171	606	87	906	312	298	524	525	279	320
"Solyc09g010960"	"WRKY transcription factor 17 "	11.6787523305328	0.247231972974595	0.920322688772484	0.268636181624893	0.788209666491327	0.945666751557391	17	13	13	12	23	22	9	1	5	1
"Solyc03g115910"	"MADS-box transcription factor 1 "	111.217801724039	0.329157390336919	1.238371333042	0.265798619165673	0.790394306722159	0.946050617201863	8	255	7	306	51	106	73	231	53	0
"Solyc06g035700"	"Ethylene-responsive transcription factor 1 "	36.9490019804303	-0.204540213868644	0.776106650066119	-0.263546529141605	0.79212936560267	0.946403170277159	3	35	79	12	36	60	38	54	13	38
"Solyc12g011200"	"WRKY transcription factor 29 "	1105.75822292556	-0.146005327215795	0.555334482654226	-0.262914210761705	0.792616702931832	0.946403170277159	2414	1504	1862	446	285	961	826	670	543	2246
"Solyc06g033870"	"Myb-related transcription factor "	54.2950267247369	-0.551899750378997	2.1070689763656	-0.261927709329642	0.79337717623486	0.946483121440372	17	4	0	0	115	9	67	0	300	0
"Solyc12g009050"	"Nuclear transcription factor Y subunit A-3 "	72.4540197996917	0.250855912184892	0.958940793726713	0.261596872117616	0.793632255755584	0.946483121440372	2	232	76	113	23	28	81	66	8	112
"Solyc01g096710"	"Nuclear transcription factor Y subunit C-1 "	2181.44026856544	-0.034441618237215	0.133009181912202	-0.258941659079968	0.795680254757504	0.946713905858178	2768	2326	2070	1831	2011	2086	2097	1785	2249	3017
"Solyc03g115540"	"BHLH transcription factor "	90.6009101743725	-0.131183204751921	0.508274031847351	-0.2580954298907	0.796333258547221	0.946927135381761	133	57	84	141	48	61	175	39	49	147
"Solyc08g078420"	"Ethylene-responsive transcription factor 1 "	24.4211897543445	-0.214113995734908	0.832394522077409	-0.257226579531715	0.797003866660607	0.947081087395358	1	8	33	28	34	13	24	39	39	16
"Solyc12g007070"	"Heat stress transcription factor A3 "	654.410904472418	0.170407489526031	0.671161636183344	0.253899329668301	0.799573332673566	0.948215559543959	471	208	349	608	1080	692	1110	486	1256	105
"Solyc04g051690"	"WRKY transcription factor 16 "	83.5953554722703	-0.275274163323078	1.1082834027028	-0.248378855671536	0.803841291819761	0.949797407470088	3	154	6	311	80	66	25	107	46	7
"Solyc06g051840"	"Ethylene responsive transcription factor 1a "	14.8615371271877	-0.175836217360885	0.711758401755504	-0.247044807517827	0.80487354714648	0.949797407470088	13	18	11	15	4	30	34	4	7	18
"Solyc04g015360"	"GATA transcription factor 9 "	430.235491733396	-0.112466782652872	0.452698669895536	-0.248436300196828	0.80379685025435	0.949797407470088	509	207	352	348	124	542	499	778	418	632
"Solyc01g079480"	"BZIP transcription factor "	1253.0206330088	-0.0829030701262664	0.333011392040297	-0.248949651897298	0.8033997273859	0.949797407470088	2585	1279	1683	1040	663	960	1191	762	1105	1775
"Solyc09g007290"	"Nuclear transcription factor Y subunit B-3 "	2199.01035233073	0.0489007229770203	0.198068535165574	0.246887891285418	0.804994987663245	0.949797407470088	2839	2706	2591	1867	1734	1724	1831	2337	1765	3078
"Solyc09g090130"	"Myb-related transcription factor "	560.484699071881	0.250639300245336	1.02385833642837	0.244798807928513	0.806612216976879	0.949903919179628	102	625	10	1498	374	500	689	1198	418	27
"Solyc06g074320"	"BZIP transcription factor "	55.3046464989878	0.161720207952876	0.672757664129433	0.240384044025937	0.8100325466412	0.950675987194288	98	57	21	147	39	25	48	61	43	15
"Solyc05g052040"	"Ethylene responsive transcription factor 1a "	2875.37650237348	0.178647496322741	0.753395207250034	0.237123218469655	0.812561200230132	0.951644191278577	577	2098	749	7616	4547	1358	3164	4114	2374	871
"Solyc08g082890"	"MYB transcription factor "	10.7437530210053	0.316947877389911	1.33731411943208	0.237003313420866	0.812654219746099	0.951644191278577	5	20	13	25	0	7	29	8	1	0
"Solyc01g009860"	"NAC domain transcription factor "	2690.02748201366	-0.182172553769824	0.773088634747954	-0.235642519604775	0.813710076505781	0.951644890578357	1277	3605	401	7290	3470	2342	1886	2103	3379	317
"Solyc02g078440"	"RNA polymerase II transcription factor B subunit 2 "	696.501824212817	-0.0394275091197934	0.167308758689501	-0.235657173172653	0.813698704814237	0.951644890578357	880	637	742	715	731	715	704	528	674	710
"Solyc01g108300"	"Myb family transcription factor "	780.410907980753	-0.120606622656921	0.524475012404065	-0.229956851717473	0.818125298564688	0.952160999925172	396	1497	393	1510	697	739	641	533	979	357
"Solyc09g098110"	"BHLH transcription factor "	315.019934416981	0.0832786573875733	0.372332170162477	0.2236676389022	0.823015928425152	0.954668048001867	358	457	223	475	152	395	353	354	240	188
"Solyc08g076590"	"Heat stress transcription factor A3 "	158.675875382506	0.0902458289301627	0.403387630736658	0.223719871542312	0.822975282573184	0.954668048001867	263	142	112	166	126	238	123	188	185	63
"Solyc05g007770"	"NAC domain transcription factor "	1801.62014449122	-0.234096537925112	1.13698965894497	-0.205891527757898	0.836875643541687	0.9591197360686	363	4361	28	6230	1170	1121	1349	1146	1839	17
"Solyc06g053240"	"AP2 transcription factor "	11.0888763240796	-0.595068042092723	2.89882738811328	-0.205278880878805	0.837354243319165	0.95939988011453	0	0	0	0	0	50	0	42	18	0
"Solyc06g074800"	"Cys2/His2 zinc-finger transcription factor "	598.386972620297	-0.0819078800175081	0.403722345844126	-0.202881710315664	0.839227490048376	0.959787169489335	1352	537	659	340	226	800	654	361	683	646
"Solyc01g108240"	"Ethylene responsive transcription factor 2b "	315.493002268334	-0.22901803119012	1.1362644526661	-0.201553459366575	0.840265832455078	0.959953245074926	0	67	327	92	365	261	136	782	132	1023
"Solyc07g063830"	"BHLH transcription factor-like protein "	12.9010520475163	-0.219772208224033	1.09291729259903	-0.201087684962327	0.840630011292341	0.959953245074926	2	9	6	31	11	16	33	4	14	0
"Solyc09g008250"	"MYB transcription factor "	499.941997838588	-0.108105844506397	0.53752861835557	-0.201116444436241	0.840607523898747	0.959953245074926	464	848	208	857	117	578	465	607	642	272
"Solyc06g007940"	"BZIP domain class transcription factor "	92.6238010536388	0.132723383674659	0.661324990733899	0.200693132021778	0.840938530311191	0.959953245074926	113	84	12	108	125	80	75	86	200	32
"Solyc10g009290"	"BHLH transcription factor "	413.727150584285	0.144417438014763	0.714506692724178	0.202121882811408	0.839821440900207	0.959953245074926	248	229	71	1014	352	344	540	767	370	100
"Solyc10g081350"	"BZIP transcription factor "	352.094179607644	0.0354310160368259	0.178065176482373	0.19897779418051	0.842280114943491	0.960228177817374	388	287	295	325	345	367	430	346	323	461
"Solyc10g080780"	"BZIP transcription factor "	625.78186080223	0.0688013418807962	0.351558333340434	0.195703914132998	0.844841920619816	0.96109277390854	647	535	597	273	478	572	573	990	612	1116
"Solyc02g079760"	"BHLH transcription factor-like protein "	54.0535917830248	0.176884918713811	0.911788170945381	0.193997821369418	0.846177587793839	0.961704289807071	16	87	12	52	42	133	119	25	54	2
"Solyc05g009250"	"Ethylene responsive transcription factor 12 "	117.017035966944	-0.0471170797879356	0.244423734781848	-0.192768021608001	0.847140648789545	0.962115842797813	110	94	140	99	118	117	138	116	134	107
"Solyc05g054400"	"GATA transcription factor 22 "	497.295697129399	-0.0304787269253451	0.161884838804158	-0.188274128389608	0.850661765226747	0.962985317886795	719	594	542	447	320	537	479	439	436	590
"Solyc08g079610"	"General transcription factor IIH subunit 5 "	656.128701630326	0.0849424571809364	0.47832516338868	0.177583082978876	0.859050411190136	0.965346223456651	1164	1050	932	326	479	367	393	458	318	1388
"Solyc02g061780"	"NAC domain transcription factor "	12.7473930946562	0.238989983453977	1.37003680206154	0.174440557432006	0.861519242683572	0.966595132971501	0	20	4	2	9	25	4	34	27	0
"Solyc02g071130"	"WRKY transcription factor 29 "	48.2571115962101	0.215920583598147	1.24709006961051	0.173139526053304	0.862541756793011	0.967108833614404	14	68	13	185	66	4	35	68	7	0
"Solyc12g005640"	"Myb-related transcription factor "	41.9912749873332	-0.238466232355566	1.4420216340063	-0.165369386097938	0.868653248252807	0.969187216547966	64	15	0	180	0	18	36	86	11	6
"Solyc09g063010"	"BHLH transcription factor "	274.956272532949	0.0729044528015566	0.441067483276789	0.165290926141127	0.868715000477802	0.969187216547966	244	315	141	406	83	253	448	359	250	297
"Solyc08g005230"	"BZIP transcription factor bZIP108 "	4048.1078599859	-0.0405207175466719	0.252245161098413	-0.160640217517841	0.872376777231208	0.969929924699916	6259	5690	4118	2903	2294	4524	3768	2914	3579	5936
"Solyc11g013150"	"GRAS family transcription factor "	102.469840390363	0.0485304912727175	0.307861520980229	0.157637405019623	0.87474252712009	0.970307706375264	115	80	83	136	97	90	81	149	99	96
"Solyc05g048830"	"MYB transcription factor "	188.711802197516	0.0641051824000717	0.411673659889657	0.155718445569858	0.87625495707256	0.97094652293208	186	220	95	279	114	234	130	326	126	197
"Solyc04g054910"	"Ethylene-responsive transcription factor 13 "	8437.61945828263	0.0292711475127014	0.190378400330327	0.15375246068836	0.877804918882149	0.971388640033333	9964	9778	7244	10596	7012	6674	7295	9304	7789	9768
"Solyc08g076010"	"Myb family transcription factor "	56.14945088515	0.0872842244797528	0.605630011767366	0.144121365823727	0.885404633365205	0.972892957033906	11	68	29	78	57	79	103	46	53	32
"Solyc04g080710"	"BHLH transcription factor-like protein "	17.3203620869829	-0.162180156285005	1.14712426863011	-0.141379762175792	0.8875699411191	0.973582750122764	1	43	17	27	21	35	13	3	11	0
"Solyc03g007460"	"Ethylene-responsive transcription factor 4 "	25.396387597012	0.0780077369798485	0.554953342824975	0.140566298029222	0.888212574103752	0.973582750122764	10	27	20	41	24	32	26	41	13	17
