gene	seqid	start	end	log2ratio_P28
Solyc12g006330.1.1	SL2.50ch12	848908	850188	6.09327714375776
Solyc12g008460.1.1	SL2.50ch12	1876263	1882122	5.56134940535847
Solyc12g009110.1.1	SL2.50ch12	2431857	2435319	4.2890964694953
Solyc12g009490.1.1	SL2.50ch12	2748974	2752098	4.16154641977478
Solyc12g010780.1.1	SL2.50ch12	3710202	3710639	-3.9556637648696
Solyc12g010880.1.1	SL2.50ch12	3791120	3791812	-3.56334634209085
Solyc12g010940.1.1	SL2.50ch12	3822166	3822834	-3.97031054083401
Solyc12g011060.1.1	SL2.50ch12	3931559	3932709	3.96716837460794
Solyc12g011100.1.1	SL2.50ch12	3961313	3961803	-4.96395037605456
Solyc12g011170.1.1	SL2.50ch12	4013435	4018305	4.62428066108493
Solyc12g013600.1.1	SL2.50ch12	4442152	4448539	5.19746599402973
Solyc12g013610.1.1	SL2.50ch12	4452555	4453362	3.64176808781377
Solyc12g014130.1.1	SL2.50ch12	4940650	4946027	3.64424907731752
Solyc12g014260.1.1	SL2.50ch12	5085293	5085910	3.851691157188
Solyc12g014630.1.1	SL2.50ch12	5630952	5631575	5.59764553458146
Solyc12g015690.1.1	SL2.50ch12	5671093	5671896	4.19172105845067
Solyc12g017370.1.1	SL2.50ch12	6620091	6622817	5.68458117135274
Solyc12g017880.1.1	SL2.50ch12	7611185	7613580	3.88143850058205
Solyc12g019210.1.1	SL2.50ch12	9572120	9572285	4.85768989780944
Solyc12g019230.1.1	SL2.50ch12	9708477	9710424	-6.07641592433022
Solyc12g062640.1.1	SL2.50ch12	33832748	33833023	-3.73327134353316
Solyc12g049250.1.1	SL2.50ch12	37153505	37154134	3.91058484624157
Solyc12g044330.1.1	SL2.50ch12	38616020	38617254	5.56100902667555
Solyc12g044310.1.1	SL2.50ch12	38679404	38683400	6.04151571606802
Solyc12g042680.1.1	SL2.50ch12	39858511	39861564	-3.88527443697821
Solyc12g042520.1.1	SL2.50ch12	40010146	40010544	-4.00919769883236
Solyc12g040860.1.1	SL2.50ch12	42471352	42473189	5.37525311324502
Solyc12g039080.1.1	SL2.50ch12	45654720	45655912	-4.12558876631192
Solyc12g036500.1.1	SL2.50ch12	51690742	51694602	4.56134940535847
Solyc12g056720.1.1	SL2.50ch12	62806944	62810060	-4.73327134353315
Solyc12g056730.1.1	SL2.50ch12	62812807	62816470	-3.76889525326388
Solyc12g057100.1.1	SL2.50ch12	63184276	63186010	4.35419149771719
Solyc12g087940.1.1	SL2.50ch12	63441096	63443237	3.69299341116894
Solyc12g088180.1.1	SL2.50ch12	63626388	63627071	4.9075566646936
Solyc12g088760.1.1	SL2.50ch12	64014517	64016766	5.0480883699915
Solyc12g088930.1.1	SL2.50ch12	64123060	64123884	4.00369425063305
Solyc12g094380.1.1	SL2.50ch12	64598617	64599877	3.68458117135274
Solyc12g094700.1.1	SL2.50ch12	64845235	64847954	4.09961867063159
Solyc12g098550.1.1	SL2.50ch12	66022674	66026381	5.8441574845026
Solyc12g099140.1.1	SL2.50ch12	66402871	66404530	3.91058484624157
Solyc12g099730.1.1	SL2.50ch12	66749411	66751786	4.07408357852445
Solyc12g100250.1.1	SL2.50ch12	67032801	67033940	-4.73327134353315
